-3.9649072, 4.7377887, 7.367501, 1712479155653
-3.010171, 6.802795, 5.352744, 1712479156740
-2.0937197, 7.688139, 1.7419748, 1712479157863
-1.105484, 8.980264, 4.8239303, 1712479158983
-3.1202407, 5.663811, 5.9653068, 1712479160102
1.5864414, 6.6999035, 6.573084, 1712479161223
1.2203395, 7.042077, 6.647261, 1712479162228
1.2801601, 7.259824, 6.1591253, 1712479163328
1.282553, 7.5924263, 5.946164, 1712479164419
1.4333007, 7.3340015, 5.5944195, 1712479165419
0.22731815, 7.2933235, 5.759524, 1712479166494
0.47377887, 7.2909307, 6.3601227, 1712479167618
-0.28235307, 7.716853, 6.63769, 1712479168738
-4.627719, 5.2283173, 6.5778694, 1712479169745
-4.9172506, 5.666204, 6.070591, 1712479170818
2.8666015, 10.978271, -2.268396, 1712479171938
0.1160519, 7.6019974, 3.784249, 1712479173043
2.1128623, 2.4311078, 9.026923, 1712479174177
0.22492532, 1.9166509, 9.341579, 1712479175183
0.6759724, 2.0195422, 9.424132, 1712479176187
0.38165522, 2.0027926, 9.622736, 1712479177188
0.05742774, 2.1128623, 9.403793, 1712479178385
-0.6053841, 1.7120646, 9.55813, 1712479179390
-0.2536392, 2.0291135, 9.363115, 1712479180595
0.09332009, 1.125823, 8.679964, 1712479181797
-4.5284166, 4.2245283, 6.99781, 1712479183003
-4.642076, 4.74736, 7.350751, 1712479184200
-1.6390835, 4.2448673, 9.122637, 1712479185398
-2.5674987, 5.960521, -4.15394, 1712479186591
-1.7359928, 4.772485, 8.935996, 1712479187601
0.2955136, 3.7172499, 9.420543, 1712479188780
-1.308874, 4.220939, 8.640483, 1712479189789
-1.3232309, 4.3645086, 8.453842, 1712479190790
-1.247857, 3.9433718, 8.463413, 1712479191991
-1.3387842, 3.8273199, 8.648857, 1712479192992
-1.3567305, 3.8991046, 8.872586, 1712479193992
-0.9882358, 3.7938204, 8.903693, 1712479194997
-1.1114662, 3.6993039, 8.902496, 1712479196199
-0.9092726, 3.6083765, 9.0233345, 1712479197398
-0.77766734, 4.1778684, 9.359526, 1712479198398
-0.54675996, 3.714857, 8.82114, 1712479199552
-0.863809, 3.656233, 8.79482, 1712479200556
-0.79800636, 3.8464625, 8.596215, 1712479201754
-0.6041877, 3.446861, 8.823533, 1712479202957
-0.0526421, 3.5712879, 8.703893, 1712479204156
0.31226337, 3.5389848, 8.916854, 1712479205158
0.24646074, 3.8668015, 8.737391, 1712479206355
0.41635114, 3.7280176, 8.873783, 1712479207358
0.62931234, 3.9290147, 8.897711, 1712479208554
0.56350976, 3.6610186, 9.38824, 1712479209579
0.991825, 3.6681972, 8.721839, 1712479210784
0.5982057, 3.6191442, 8.768498, 1712479211974
